Godot Engine v4.7.2.stable.official.ed1daf0bf - https://godotengine.org

ERROR: Failed to read the root certificate store.
   at: get_system_ca_certificates (platform/windows/os_windows.cpp:2582)
[   0% ] first_scan_filesystem | Started 项目初始化 (5 steps)
[  86% ] _update_scan_actions | 幻想乡的记忆「稗田阿求」__character-smm14.jpg
[  87% ] _update_scan_actions | 彼岸的渡者「小野冢小町」__character-kmo-001.jpg
[  88% ] _update_scan_actions | 提琴手「露娜萨·普莉兹姆利巴」__character-kmo-012.jpg
[  89% ] _update_scan_actions | 无名的读书妖怪「朱鹭子」__character-smm08.jpg
[  90% ] _update_scan_actions | 有顶ノ天__field-smm-002.jpg
[  90% ] _update_scan_actions | 橙__character-smm12.jpg
[  91% ] _update_scan_actions | 死神「彼岸归航」__spell-kmo-002.jpg
[  92% ] _update_scan_actions | 湖畔的住人「大妖精」__character-smm11.jpg
[  93% ] _update_scan_actions | 狂气月兔「铃仙·优昙华院·因幡」__character-kmo-008.jpg
[  94% ] _update_scan_actions | 祈风之人「东风谷早苗」__character-smm16.jpg
[  95% ] _update_scan_actions | 祭祀风之人「东风谷早苗」__character-smm07.jpg
[  96% ] _update_scan_actions | 键盘手「莉莉卡·普莉兹姆利巴」__character-kmo-013.jpg
[  97% ] _update_scan_actions | 问答无用「云居一轮&云山」__character-smm15.jpg
[  98% ] _update_scan_actions | 飞散红叶的天狗「射命丸文」__character-kmo-007.jpg
[ DONE ] _update_scan_actions

[   0% ] reimport | Started 正在导入或重新导入资产 (109 steps)
[   0% ] reimport | 正在准备重新导入文件……
[   0% ] reimport | 正在准备重新导入文件……
[   1% ] reimport | 正在准备重新导入文件……
[   2% ] reimport | 正在准备重新导入文件……
[   3% ] reimport | 正在准备重新导入文件……
[   4% ] reimport | 正在准备重新导入文件……
[   5% ] reimport | 正在准备重新导入文件……
[   6% ] reimport | 正在准备重新导入文件……
[   7% ] reimport | 正在准备重新导入文件……
[   8% ] reimport | 正在准备重新导入文件……
[   9% ] reimport | 正在准备重新导入文件……
[  10% ] reimport | 正在准备重新导入文件……
[  10% ] reimport | 正在准备重新导入文件……
[  11% ] reimport | 正在准备重新导入文件……
[  12% ] reimport | 正在准备重新导入文件……
[  13% ] reimport | 正在准备重新导入文件……
[  14% ] reimport | 正在准备重新导入文件……
[  15% ] reimport | 正在准备重新导入文件……
[  16% ] reimport | 正在准备重新导入文件……
[  17% ] reimport | 正在准备重新导入文件……
[  18% ] reimport | 正在准备重新导入文件……
[  19% ] reimport | 正在准备重新导入文件……
[  20% ] reimport | 正在准备重新导入文件……
[  20% ] reimport | 正在准备重新导入文件……
[  21% ] reimport | 正在准备重新导入文件……
[  22% ] reimport | 正在准备重新导入文件……
[  23% ] reimport | 正在准备重新导入文件……
[  24% ] reimport | 正在准备重新导入文件……
[  25% ] reimport | 正在准备重新导入文件……
[  26% ] reimport | 正在准备重新导入文件……
[  27% ] reimport | 正在准备重新导入文件……
[  28% ] reimport | 正在准备重新导入文件……
[  29% ] reimport | 正在准备重新导入文件……
