asset_id,name,code,card_id,status,identification,source_image
tts_154911,系缚阵,REI-005,field-rei-005,已有卡面／重复裁切,project_image_match,cards/tts_154911__field-rei-005.jpg
tts_154912,恋符「Non-Directional Laser」,MAR-003,spell-mar-003,已有卡面／重复裁切,project_image_match,cards/tts_154912__spell-mar-003.jpg
tts_154913,常置阵,REI-004,field-rei-004,已有卡面／重复裁切,project_image_match,cards/tts_154913__field-rei-004.jpg
tts_154914,警醒阵,REI-003,field-rei-003,已有卡面／重复裁切,project_image_match,cards/tts_154914__field-rei-003.jpg
tts_154915,「山童探险家」,REI-007,character-rei-007,已有卡面／重复裁切,project_image_match,cards/tts_154915__character-rei-007.jpg
tts_154916,胆大心细的魔法使「雾雨魔理沙」,MAR-EX,character-mar-ex,已有卡面／重复裁切,project_image_match,cards/tts_154916__character-mar-ex.jpg
tts_154917,七曜魔法使「帕秋莉·诺蕾姬」,MAR-EX01,character-mar-ex01,已收录异画,printed_code_workbook,cards/tts_154917__unmatched.jpg
tts_155100,战栗的蓬莱人「藤原妹红」,,character-fdn-004,已有卡面／重复裁切,project_image_match,cards/tts_155100__character-fdn-004.jpg
tts_155101,QED「495年ノ波纹」,,spell-fdn-017,已有卡面／重复裁切,project_image_match,cards/tts_155101__spell-fdn-017.jpg
tts_155102,「U.N.OWEN 就是她吗？」,,spell-fdn-005,已有卡面／重复裁切,project_image_match,cards/tts_155102__spell-fdn-005.jpg
tts_155103,背德的姐妹「蕾米莉亚&芙兰朵露」,,character-fdn-025,已有卡面／重复裁切,project_image_match,cards/tts_155103__character-fdn-025.jpg
tts_155104,「冰精ノ花环」,,spell-fdn-022,已有卡面／重复裁切,project_image_match,cards/tts_155104__spell-fdn-022.jpg
tts_155105,新闻素材,,token-fdn-082,已有卡面／重复裁切,project_image_match,cards/tts_155105__token-fdn-082.jpg
tts_155106,「因幡帝的幸运萝卜」,,item-fdn-044,已有卡面／重复裁切,project_image_match,cards/tts_155106__item-fdn-044.jpg
tts_155107,「地灵殿的妖精」,,character-fdn-024,已有卡面／重复裁切,project_image_match,cards/tts_155107__character-fdn-024.jpg
tts_155108,「不详」,,spell-fdn-009,已有卡面／重复裁切,project_image_match,cards/tts_155108__spell-fdn-009.jpg
tts_155109,「白玉楼ノ夕」,,spell-fdn-020,已有卡面／重复裁切,project_image_match,cards/tts_155109__spell-fdn-020.jpg
tts_155110,生药「国士无双ノ药」,,spell-fdn-028,已有卡面／重复裁切,project_image_match,cards/tts_155110__spell-fdn-028.jpg
tts_155111,「幻波ノ影、狂气ノ瞳」,,spell-fdn-032,已有卡面／重复裁切,project_image_match,cards/tts_155111__spell-fdn-032.jpg
tts_155112,「根下」,,spell-fdn-030,已有卡面／重复裁切,project_image_match,cards/tts_155112__spell-fdn-030.jpg
tts_155113,结界「魅力ノ四重结界」,,spell-fdn-011,已有卡面／重复裁切,project_image_match,cards/tts_155113__spell-fdn-011.jpg
tts_155114,小弹「小人ノ道路」,,spell-fdn-023,已有卡面／重复裁切,project_image_match,cards/tts_155114__spell-fdn-023.jpg
tts_155115,「昼酒」,,spell-fdn-029,已有卡面／重复裁切,project_image_match,cards/tts_155115__spell-fdn-029.jpg
tts_155116,不死「火鳥-鳳翼天翔-」,,spell-fdn-003,已有卡面／重复裁切,project_image_match,cards/tts_155116__spell-fdn-003.jpg
tts_155117,「飘上月球、不死之烟」,,spell-fdn-001,已有卡面／重复裁切,project_image_match,cards/tts_155117__spell-fdn-001.jpg
tts_155118,蓬莱「凯风快晴-Fujiyama Volcano-」,,spell-fdn-002,已有卡面／重复裁切,project_image_match,cards/tts_155118__spell-fdn-002.jpg
tts_155119,四天王奥义「三步坏废」,,spell-ucs-026,已有卡面／重复裁切,project_image_match,cards/tts_155119__spell-ucs-026.jpg
tts_155120,幻想「第一种永久机关」,,spell-ucs-019,已有卡面／重复裁切,project_image_match,cards/tts_155120__spell-ucs-019.jpg
tts_155121,试作型超巨大人偶「歌莉娅人偶」,,character-fdn-045,已有卡面／重复裁切,project_image_match,cards/tts_155121__character-fdn-045.jpg
tts_155122,「祈雨ノ阵」,FDN-016,field-fdn-016,已有卡面／重复裁切,project_image_match,cards/tts_155122__field-fdn-016.jpg
tts_155123,「境界」,FDN-063,114,已收录异画,printed_code_workbook,cards/tts_155123__unmatched.jpg
tts_155124,突符「天狗巨漾流」,,spell-fdn-039,已有卡面／重复裁切,project_image_match,cards/tts_155124__spell-fdn-039.jpg
tts_155125,旧地狱的宠物妖怪「火焰猫燐」,FDN-053,character-ucs-038,已收录异画,printed_code_workbook,cards/tts_155125__unmatched.jpg
tts_155126,「魔法之森的妖精」,,character-fdn-013,已有卡面／重复裁切,project_image_match,cards/tts_155126__character-fdn-013.jpg
tts_155127,「红魔馆的吸血鬼女仆」,,character-fdn-041,已有卡面／重复裁切,project_image_match,cards/tts_155127__character-fdn-041.jpg
tts_155128,「富士见之女」,,character-fdn-043,已有卡面／重复裁切,project_image_match,cards/tts_155128__character-fdn-043.jpg
tts_155129,彼岸的鸡之神「庭渡久侘歌」,,character-fdn-021,已有卡面／重复裁切,project_image_match,cards/tts_155129__character-fdn-021.jpg
tts_155130,难以驾驭的神之火「灵乌路空」,,character-fdn-042,已有卡面／重复裁切,project_image_match,cards/tts_155130__character-fdn-042.jpg
tts_155131,辘轳首的怪奇「赤蛮奇」,,character-fdn-034,已有卡面／重复裁切,project_image_match,cards/tts_155131__character-fdn-034.jpg
tts_155132,土著神之顶「洩矢诹访子」,FDN-049,93,已收录异画,printed_code_workbook,cards/tts_155132__unmatched.jpg
tts_155133,栖息于淡水的人鱼「若鹭姬」,,character-fdn-027,已有卡面／重复裁切,project_image_match,cards/tts_155133__character-fdn-027.jpg
tts_155134,回忆「恐怖催眠术」,,spell-fdn-033,已有卡面／重复裁切,project_image_match,cards/tts_155134__spell-fdn-033.jpg
tts_155135,实验中「歌莉娅人形」,,spell-fdn-046,已有卡面／重复裁切,project_image_match,cards/tts_155135__spell-fdn-046.jpg
tts_155136,「幼心ノ地，有顶天变」,,spell-fdn-010,已有卡面／重复裁切,project_image_match,cards/tts_155136__spell-fdn-010.jpg
tts_155137,天符「天道是非ノ剑」,,spell-fdn-031,已有卡面／重复裁切,project_image_match,cards/tts_155137__spell-fdn-031.jpg
tts_155138,雾符「云集雾散」,,spell-fdn-015,已有卡面／重复裁切,project_image_match,cards/tts_155138__spell-fdn-015.jpg
tts_155139,「红魔馆的吸血鬼妖精」,,character-fdn-014,已有卡面／重复裁切,project_image_match,cards/tts_155139__character-fdn-014.jpg
tts_155140,死歌「八重雾中渡」,,spell-fdn-018,已有卡面／重复裁切,project_image_match,cards/tts_155140__spell-fdn-018.jpg
tts_155141,死价「price of life」,,spell-fdn-019,已有卡面／重复裁切,project_image_match,cards/tts_155141__spell-fdn-019.jpg
tts_155142,小夜岚的女仆「十六夜咲夜」,FDN-052,character-ucs-032,已收录异画,printed_code_workbook,cards/tts_155142__unmatched.jpg
tts_155143,沉着冷静的人狼「今泉影狼」,,character-fdn-035,已有卡面／重复裁切,project_image_match,cards/tts_155143__character-fdn-035.jpg
tts_155144,「吸血鬼衍生物」,,,未对应当前卡池,face_transcription,cards/tts_155144__unmatched.jpg
tts_155145,幻象衍生物,FDN-085,token-fdn-085,已有卡面／重复裁切,project_image_match,cards/tts_155145__token-fdn-085.jpg
tts_155146,半灵,,token-ucs-099,已有卡面／重复裁切,project_image_match,cards/tts_155146__token-ucs-099.jpg
tts_155147,吸血鬼衍生物,FDF-133,token-fdf-133,已有卡面／重复裁切,project_image_match,cards/tts_155147__token-fdf-133.jpg
tts_155148,「妖怪之山的妖精」,,character-fdn-006,已有卡面／重复裁切,project_image_match,cards/tts_155148__character-fdn-006.jpg
tts_155149,「妖精们的居所」,,character-fdn-007,已有卡面／重复裁切,project_image_match,cards/tts_155149__character-fdn-007.jpg
tts_155150,「凭坐ノ缚」,,spell-fdn-040,已有卡面／重复裁切,project_image_match,cards/tts_155150__spell-fdn-040.jpg
tts_155151,魂魄「幽冥求闻持聪ノ法」,,spell-fdn-012,已有卡面／重复裁切,project_image_match,cards/tts_155151__spell-fdn-012.jpg
tts_155152,「侦察的天狗」,,character-fdn-038,已有卡面／重复裁切,project_image_match,cards/tts_155152__character-fdn-038.jpg
tts_155153,夜王「Deacula Cradle」,,spell-fdn-008,已有卡面／重复裁切,project_image_match,cards/tts_155153__spell-fdn-008.jpg
tts_155154,「要塞的天狗」,,character-fdn-037,已有卡面／重复裁切,project_image_match,cards/tts_155154__character-fdn-037.jpg
tts_155155,绯红的宵暗「蕾米莉亚·斯卡蕾特」,,character-fdn-048,已有卡面／重复裁切,project_image_match,cards/tts_155155__character-ucs-067.jpg
tts_155156,绯红的霄暗「蕾米莉亚·斯卡雷特」,,character-fdn-048,已有卡面／重复裁切,project_image_match,cards/tts_155156__character-fdn-048.jpg
tts_155157,传统的幻想记者 「射命丸文」,,character-fdn-036,已有卡面／重复裁切,project_image_match,cards/tts_155157__character-fdn-036.jpg
tts_155158,惊天动地的唐伞妖怪「多多良小伞」,FDN-051,character-ucs-071,已收录异画,printed_code_workbook,cards/tts_155158__unmatched.jpg
tts_155159,天地上等「比那名居天子」,,character-ucs-061,已有卡面／重复裁切,project_image_match,cards/tts_155159__character-ucs-061.jpg
tts_155160,意识之底「古明地觉&古明地恋」,,character-fdn-026,已有卡面／重复裁切,project_image_match,cards/tts_155160__character-fdn-026.jpg
tts_155161,永远与须臾的罪人「蓬莱山辉夜」,FDN-059,85,已收录异画,printed_code_workbook,cards/tts_155161__unmatched.jpg
